Provider,PotentialFraud,inp_claim_count,inp_total_reimb,inp_mean_reimb,inp_unique_bene,outp_claim_count,outp_total_reimb,outp_mean_reimb,outp_unique_bene,total_claim_count,total_reimb,total_unique_bene,claims_per_bene,inp_to_outp_ratio
PRV56857,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV56858,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV56860,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV56861,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV56862,No,,,,,3.0,50.0,16.666666666666668,1.0,3.0,50.0,1.0,1.5,0.0
PRV56863,No,,,,,4.0,170.0,42.5,3.0,4.0,170.0,3.0,1.0,0.0
PRV56864,No,,,,,2.0,100.0,50.0,2.0,2.0,100.0,2.0,0.6666666666666666,0.0
PRV56866,No,,,,,2.0,130.0,65.0,1.0,2.0,130.0,1.0,1.0,0.0
PRV56867,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV56868,No,,,,,1.0,80.0,80.0,1.0,1.0,80.0,1.0,0.5,0.0
PRV56869,No,,,,,2.0,230.0,115.0,2.0,2.0,230.0,2.0,0.6666666666666666,0.0
PRV56870,No,8.0,63000.0,7875.0,8.0,,,,,8.0,63000.0,8.0,0.8888888888888888,8.0
PRV56871,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV56873,No,1.0,6000.0,6000.0,1.0,,,,,1.0,6000.0,1.0,0.5,1.0
PRV56877,Yes,8.0,88000.0,11000.0,6.0,2.0,560.0,280.0,2.0,10.0,88560.0,8.0,1.1111111111111112,2.6666666666666665
PRV56878,No,,,,,1.0,1100.0,1100.0,1.0,1.0,1100.0,1.0,0.5,0.0
PRV56879,No,,,,,2.0,3900.0,1950.0,1.0,2.0,3900.0,1.0,1.0,0.0
PRV56880,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV56881,No,,,,,3.0,270.0,90.0,1.0,3.0,270.0,1.0,1.5,0.0
PRV56882,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV56884,No,,,,,1.0,30.0,30.0,1.0,1.0,30.0,1.0,0.5,0.0
PRV56885,No,5.0,32000.0,6400.0,2.0,,,,,5.0,32000.0,2.0,1.6666666666666667,5.0
PRV56886,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV56887,No,,,,,3.0,2840.0,946.6666666666666,1.0,3.0,2840.0,1.0,1.5,0.0
PRV56888,No,,,,,2.0,3040.0,1520.0,2.0,2.0,3040.0,2.0,0.6666666666666666,0.0
PRV56889,No,3.0,75000.0,25000.0,3.0,3.0,3460.0,1153.3333333333333,2.0,6.0,78460.0,5.0,1.0,0.75
PRV56890,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV56891,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV56892,No,,,,,2.0,120.0,60.0,1.0,2.0,120.0,1.0,1.0,0.0
PRV56893,No,,,,,1.0,800.0,800.0,1.0,1.0,800.0,1.0,0.5,0.0
PRV56894,No,,,,,5.0,340.0,68.0,4.0,5.0,340.0,4.0,1.0,0.0
PRV56895,No,9.0,114000.0,12666.666666666666,9.0,,,,,9.0,114000.0,9.0,0.9,9.0
PRV56896,No,1.0,0.0,0.0,1.0,,,,,1.0,0.0,1.0,0.5,1.0
PRV56897,No,4.0,26000.0,6500.0,4.0,,,,,4.0,26000.0,4.0,0.8,4.0
PRV56900,No,2.0,19000.0,9500.0,2.0,,,,,2.0,19000.0,2.0,0.6666666666666666,2.0
PRV56901,No,,,,,5.0,490.0,98.0,5.0,5.0,490.0,5.0,0.8333333333333334,0.0
PRV56902,No,1.0,4000.0,4000.0,1.0,,,,,1.0,4000.0,1.0,0.5,1.0
PRV56903,No,1.0,49000.0,49000.0,1.0,,,,,1.0,49000.0,1.0,0.5,1.0
PRV56904,No,2.0,9000.0,4500.0,2.0,,,,,2.0,9000.0,2.0,0.6666666666666666,2.0
PRV56905,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV56906,No,5.0,49000.0,9800.0,5.0,,,,,5.0,49000.0,5.0,0.8333333333333334,5.0
PRV56907,No,,,,,1.0,20.0,20.0,1.0,1.0,20.0,1.0,0.5,0.0
PRV56908,No,1.0,5000.0,5000.0,1.0,,,,,1.0,5000.0,1.0,0.5,1.0
PRV56909,No,1.0,6000.0,6000.0,1.0,,,,,1.0,6000.0,1.0,0.5,1.0
PRV56910,No,2.0,25000.0,12500.0,2.0,,,,,2.0,25000.0,2.0,0.6666666666666666,2.0
PRV56912,No,5.0,71000.0,14200.0,5.0,,,,,5.0,71000.0,5.0,0.8333333333333334,5.0
PRV56914,No,6.0,70000.0,11666.666666666666,6.0,,,,,6.0,70000.0,6.0,0.8571428571428571,6.0
PRV56915,No,3.0,10900.0,3633.3333333333335,3.0,,,,,3.0,10900.0,3.0,0.75,3.0
PRV56916,No,5.0,44700.0,8940.0,5.0,,,,,5.0,44700.0,5.0,0.8333333333333334,5.0
PRV56917,No,1.0,7000.0,7000.0,1.0,1.0,50.0,50.0,1.0,2.0,7050.0,2.0,0.6666666666666666,0.5
PRV56918,Yes,7.0,142000.0,20285.714285714286,7.0,,,,,7.0,142000.0,7.0,0.875,7.0
PRV56919,No,,,,,1.0,10.0,10.0,1.0,1.0,10.0,1.0,0.5,0.0
PRV56920,No,,,,,1.0,80.0,80.0,1.0,1.0,80.0,1.0,0.5,0.0
PRV56923,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV56926,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV56928,No,,,,,2.0,300.0,150.0,2.0,2.0,300.0,2.0,0.6666666666666666,0.0
PRV56929,No,,,,,4.0,520.0,130.0,3.0,4.0,520.0,3.0,1.0,0.0
PRV56930,No,,,,,3.0,660.0,220.0,2.0,3.0,660.0,2.0,1.0,0.0
PRV56931,No,,,,,2.0,270.0,135.0,2.0,2.0,270.0,2.0,0.6666666666666666,0.0
PRV56932,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV56933,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV56934,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV56935,No,,,,,1.0,60.0,60.0,1.0,1.0,60.0,1.0,0.5,0.0
PRV56937,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV56938,No,,,,,3.0,330.0,110.0,3.0,3.0,330.0,3.0,0.75,0.0
PRV56939,No,,,,,1.0,30.0,30.0,1.0,1.0,30.0,1.0,0.5,0.0
PRV56941,No,,,,,3.0,1220.0,406.6666666666667,2.0,3.0,1220.0,2.0,1.0,0.0
PRV56942,No,,,,,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.5,0.0
PRV56944,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV56945,No,,,,,9.0,360.0,40.0,5.0,9.0,360.0,5.0,1.5,0.0
PRV56946,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV56947,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV56948,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV56949,No,,,,,20.0,3030.0,151.5,6.0,20.0,3030.0,6.0,2.857142857142857,0.0
PRV56950,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV56951,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV56953,No,,,,,2.0,540.0,270.0,2.0,2.0,540.0,2.0,0.6666666666666666,0.0
PRV56954,No,,,,,1.0,20.0,20.0,1.0,1.0,20.0,1.0,0.5,0.0
PRV56956,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV56957,No,,,,,7.0,2630.0,375.7142857142857,5.0,7.0,2630.0,5.0,1.1666666666666667,0.0
PRV56958,No,,,,,1.0,100.0,100.0,1.0,1.0,100.0,1.0,0.5,0.0
PRV56960,No,,,,,1.0,800.0,800.0,1.0,1.0,800.0,1.0,0.5,0.0
PRV56963,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV56964,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV56965,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV56966,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV56967,No,,,,,4.0,1200.0,300.0,4.0,4.0,1200.0,4.0,0.8,0.0
PRV56969,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV56970,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV56971,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV56972,No,,,,,2.0,1400.0,700.0,2.0,2.0,1400.0,2.0,0.6666666666666666,0.0
PRV56973,No,,,,,1.0,800.0,800.0,1.0,1.0,800.0,1.0,0.5,0.0
PRV56974,No,,,,,1.0,80.0,80.0,1.0,1.0,80.0,1.0,0.5,0.0
PRV56976,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV56977,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV56978,No,,,,,6.0,2290.0,381.6666666666667,5.0,6.0,2290.0,5.0,1.0,0.0
PRV56980,No,,,,,1.0,10.0,10.0,1.0,1.0,10.0,1.0,0.5,0.0
PRV56981,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV56982,No,,,,,2.0,290.0,145.0,2.0,2.0,290.0,2.0,0.6666666666666666,0.0
PRV56984,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV56985,No,,,,,3.0,60.0,20.0,3.0,3.0,60.0,3.0,0.75,0.0
PRV56986,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV56987,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV56988,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV56989,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV56990,No,,,,,10.0,920.0,92.0,1.0,10.0,920.0,1.0,5.0,0.0
PRV56991,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV56992,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV56993,No,,,,,3.0,630.0,210.0,3.0,3.0,630.0,3.0,0.75,0.0
PRV56995,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV56996,No,,,,,1.0,200.0,200.0,1.0,1.0,200.0,1.0,0.5,0.0
PRV56997,No,,,,,4.0,170.0,42.5,3.0,4.0,170.0,3.0,1.0,0.0
PRV56998,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV56999,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV57000,No,,,,,3.0,650.0,216.66666666666666,3.0,3.0,650.0,3.0,0.75,0.0
PRV57002,No,,,,,2.0,980.0,490.0,2.0,2.0,980.0,2.0,0.6666666666666666,0.0
PRV57004,No,,,,,6.0,3230.0,538.3333333333334,6.0,6.0,3230.0,6.0,0.8571428571428571,0.0
PRV57005,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV57006,No,,,,,7.0,970.0,138.57142857142858,5.0,7.0,970.0,5.0,1.1666666666666667,0.0
PRV57010,No,,,,,4.0,150.0,37.5,4.0,4.0,150.0,4.0,0.8,0.0
PRV57011,No,,,,,1.0,700.0,700.0,1.0,1.0,700.0,1.0,0.5,0.0
PRV57013,No,,,,,4.0,160.0,40.0,3.0,4.0,160.0,3.0,1.0,0.0
PRV57014,No,,,,,5.0,490.0,98.0,2.0,5.0,490.0,2.0,1.6666666666666667,0.0
PRV57015,No,,,,,4.0,960.0,240.0,3.0,4.0,960.0,3.0,1.0,0.0
PRV57016,No,7.0,128000.0,18285.714285714286,7.0,,,,,7.0,128000.0,7.0,0.875,7.0
PRV57017,Yes,11.0,157000.0,14272.727272727272,10.0,,,,,11.0,157000.0,10.0,1.0,11.0
PRV57018,Yes,14.0,236000.0,16857.14285714286,14.0,,,,,14.0,236000.0,14.0,0.9333333333333333,14.0
PRV57020,No,4.0,28000.0,7000.0,4.0,,,,,4.0,28000.0,4.0,0.8,4.0
PRV57021,Yes,6.0,76000.0,12666.666666666666,5.0,,,,,6.0,76000.0,5.0,1.0,6.0
PRV57023,No,8.0,81000.0,10125.0,8.0,,,,,8.0,81000.0,8.0,0.8888888888888888,8.0
PRV57024,No,5.0,91000.0,18200.0,5.0,,,,,5.0,91000.0,5.0,0.8333333333333334,5.0
PRV57025,Yes,10.0,100000.0,10000.0,10.0,2.0,600.0,300.0,2.0,12.0,100600.0,12.0,0.9230769230769231,3.3333333333333335
PRV57030,Yes,8.0,118000.0,14750.0,7.0,4.0,1610.0,402.5,3.0,12.0,119610.0,10.0,1.0909090909090908,1.6
PRV57031,No,9.0,97000.0,10777.777777777777,9.0,9.0,1260.0,140.0,9.0,18.0,98260.0,18.0,0.9473684210526315,0.9
PRV57033,No,10.0,154000.0,15400.0,10.0,2.0,130.0,65.0,2.0,12.0,154130.0,12.0,0.9230769230769231,3.3333333333333335
PRV57034,No,13.0,132000.0,10153.846153846154,13.0,2.0,160.0,80.0,2.0,15.0,132160.0,15.0,0.9375,4.333333333333333
PRV57036,No,,,,,2.0,2120.0,1060.0,2.0,2.0,2120.0,2.0,0.6666666666666666,0.0
PRV57038,No,,,,,5.0,360.0,72.0,5.0,5.0,360.0,5.0,0.8333333333333334,0.0
PRV57039,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV57041,No,,,,,6.0,1160.0,193.33333333333334,3.0,6.0,1160.0,3.0,1.5,0.0
PRV57043,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV57046,No,,,,,4.0,3000.0,750.0,4.0,4.0,3000.0,4.0,0.8,0.0
PRV57047,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV57048,No,,,,,2.0,70.0,35.0,2.0,2.0,70.0,2.0,0.6666666666666666,0.0
PRV57049,Yes,11.0,92000.0,8363.636363636364,11.0,,,,,11.0,92000.0,11.0,0.9166666666666666,11.0
PRV57051,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV57052,No,,,,,2.0,100.0,50.0,2.0,2.0,100.0,2.0,0.6666666666666666,0.0
PRV57053,No,,,,,2.0,1900.0,950.0,1.0,2.0,1900.0,1.0,1.0,0.0
PRV57054,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV57056,No,,,,,1.0,10.0,10.0,1.0,1.0,10.0,1.0,0.5,0.0
PRV57057,No,,,,,5.0,200.0,40.0,1.0,5.0,200.0,1.0,2.5,0.0
PRV57058,No,,,,,1.0,80.0,80.0,1.0,1.0,80.0,1.0,0.5,0.0
PRV57059,No,,,,,2.0,660.0,330.0,2.0,2.0,660.0,2.0,0.6666666666666666,0.0
PRV57061,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV57062,No,,,,,2.0,340.0,170.0,2.0,2.0,340.0,2.0,0.6666666666666666,0.0
PRV57063,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV57067,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV57069,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV57072,No,2.0,16000.0,8000.0,2.0,,,,,2.0,16000.0,2.0,0.6666666666666666,2.0
PRV57073,No,4.0,13000.0,3250.0,3.0,,,,,4.0,13000.0,3.0,1.0,4.0
PRV57074,No,4.0,31000.0,7750.0,4.0,,,,,4.0,31000.0,4.0,0.8,4.0
PRV57075,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV57076,No,1.0,5000.0,5000.0,1.0,,,,,1.0,5000.0,1.0,0.5,1.0
PRV57077,No,1.0,4000.0,4000.0,1.0,,,,,1.0,4000.0,1.0,0.5,1.0
PRV57078,No,6.0,40000.0,6666.666666666667,5.0,,,,,6.0,40000.0,5.0,1.0,6.0
PRV57080,No,1.0,57000.0,57000.0,1.0,,,,,1.0,57000.0,1.0,0.5,1.0
PRV57081,No,28.0,299000.0,10678.57142857143,25.0,,,,,28.0,299000.0,25.0,1.0769230769230769,28.0
PRV57082,No,2.0,18000.0,9000.0,2.0,,,,,2.0,18000.0,2.0,0.6666666666666666,2.0
PRV57084,No,7.0,62000.0,8857.142857142857,7.0,,,,,7.0,62000.0,7.0,0.875,7.0
PRV57085,No,3.0,14000.0,4666.666666666667,3.0,,,,,3.0,14000.0,3.0,0.75,3.0
PRV57086,No,5.0,45000.0,9000.0,5.0,,,,,5.0,45000.0,5.0,0.8333333333333334,5.0
PRV57087,No,3.0,21000.0,7000.0,3.0,,,,,3.0,21000.0,3.0,0.75,3.0
PRV57088,No,2.0,10000.0,5000.0,2.0,,,,,2.0,10000.0,2.0,0.6666666666666666,2.0
PRV57089,No,2.0,13000.0,6500.0,2.0,,,,,2.0,13000.0,2.0,0.6666666666666666,2.0
PRV57091,No,1.0,12000.0,12000.0,1.0,,,,,1.0,12000.0,1.0,0.5,1.0
PRV57092,No,1.0,3000.0,3000.0,1.0,,,,,1.0,3000.0,1.0,0.5,1.0
PRV57093,No,1.0,5000.0,5000.0,1.0,,,,,1.0,5000.0,1.0,0.5,1.0
PRV57094,No,2.0,36000.0,18000.0,2.0,,,,,2.0,36000.0,2.0,0.6666666666666666,2.0
PRV57096,Yes,8.0,93000.0,11625.0,8.0,,,,,8.0,93000.0,8.0,0.8888888888888888,8.0
PRV57097,No,3.0,21000.0,7000.0,3.0,,,,,3.0,21000.0,3.0,0.75,3.0
PRV57098,No,35.0,298000.0,8514.285714285714,34.0,,,,,35.0,298000.0,34.0,1.0,35.0
PRV57099,No,,,,,3.0,2370.0,790.0,3.0,3.0,2370.0,3.0,0.75,0.0
PRV57100,No,,,,,2.0,150.0,75.0,2.0,2.0,150.0,2.0,0.6666666666666666,0.0
PRV57101,No,16.0,195000.0,12187.5,14.0,9.0,4680.0,520.0,8.0,25.0,199680.0,22.0,1.0869565217391304,1.6
PRV57102,No,2.0,50000.0,25000.0,2.0,1.0,200.0,200.0,1.0,3.0,50200.0,3.0,0.75,1.0
PRV57103,Yes,21.0,210000.0,10000.0,18.0,127.0,31400.0,247.24409448818898,52.0,148.0,241400.0,70.0,2.084507042253521,0.1640625
PRV57104,Yes,6.0,82000.0,13666.666666666666,6.0,17.0,2460.0,144.7058823529412,5.0,23.0,84460.0,11.0,1.9166666666666667,0.3333333333333333
PRV57105,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV57107,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV57108,No,3.0,50000.0,16666.666666666668,3.0,3.0,220.0,73.33333333333333,3.0,6.0,50220.0,6.0,0.8571428571428571,0.75
PRV57109,No,2.0,14000.0,7000.0,2.0,5.0,2330.0,466.0,4.0,7.0,16330.0,6.0,1.0,0.3333333333333333
PRV57110,No,1.0,15000.0,15000.0,1.0,1.0,100.0,100.0,1.0,2.0,15100.0,2.0,0.6666666666666666,0.5
PRV57112,No,18.0,113000.0,6277.777777777777,18.0,9.0,3430.0,381.1111111111111,6.0,27.0,116430.0,24.0,1.08,1.8
PRV57113,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV57115,No,1.0,10000.0,10000.0,1.0,,,,,1.0,10000.0,1.0,0.5,1.0
PRV57116,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV57117,Yes,34.0,240000.0,7058.823529411765,30.0,17.0,7800.0,458.8235294117647,12.0,51.0,247800.0,42.0,1.186046511627907,1.8888888888888888
PRV57118,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV57119,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV57120,No,9.0,109000.0,12111.111111111111,9.0,5.0,400.0,80.0,5.0,14.0,109400.0,14.0,0.9333333333333333,1.5
PRV57121,No,1.0,12000.0,12000.0,1.0,9.0,2950.0,327.77777777777777,2.0,10.0,14950.0,3.0,2.5,0.1
PRV57122,No,,,,,1.0,50.0,50.0,1.0,1.0,50.0,1.0,0.5,0.0
PRV57124,No,6.0,66000.0,11000.0,6.0,3.0,1150.0,383.3333333333333,3.0,9.0,67150.0,9.0,0.9,1.5
PRV57125,No,,,,,12.0,3020.0,251.66666666666666,8.0,12.0,3020.0,8.0,1.3333333333333333,0.0
PRV57126,No,4.0,40000.0,10000.0,4.0,3.0,170.0,56.666666666666664,3.0,7.0,40170.0,7.0,0.875,1.0
PRV57127,No,5.0,56000.0,11200.0,5.0,2.0,700.0,350.0,2.0,7.0,56700.0,7.0,0.875,1.6666666666666667
PRV57128,No,,,,,8.0,3500.0,437.5,7.0,8.0,3500.0,7.0,1.0,0.0
PRV57129,No,20.0,234200.0,11710.0,20.0,16.0,2010.0,125.625,15.0,36.0,236210.0,35.0,1.0,1.1764705882352942
PRV57130,No,,,,,1.0,100.0,100.0,1.0,1.0,100.0,1.0,0.5,0.0
PRV57131,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV57132,No,,,,,4.0,1450.0,362.5,1.0,4.0,1450.0,1.0,2.0,0.0
PRV57133,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV57134,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV57136,No,,,,,4.0,200.0,50.0,1.0,4.0,200.0,1.0,2.0,0.0
PRV57137,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV57138,No,,,,,1.0,900.0,900.0,1.0,1.0,900.0,1.0,0.5,0.0
PRV57139,No,,,,,2.0,400.0,200.0,2.0,2.0,400.0,2.0,0.6666666666666666,0.0
PRV57140,No,,,,,2.0,450.0,225.0,2.0,2.0,450.0,2.0,0.6666666666666666,0.0
PRV57141,No,10.0,128000.0,12800.0,8.0,,,,,10.0,128000.0,8.0,1.1111111111111112,10.0
PRV57142,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV57143,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV57144,No,5.0,40000.0,8000.0,5.0,,,,,5.0,40000.0,5.0,0.8333333333333334,5.0
PRV57145,No,2.0,55000.0,27500.0,2.0,,,,,2.0,55000.0,2.0,0.6666666666666666,2.0
PRV57146,No,6.0,80000.0,13333.333333333334,6.0,,,,,6.0,80000.0,6.0,0.8571428571428571,6.0
PRV57147,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV57148,No,5.0,57000.0,11400.0,3.0,4.0,370.0,92.5,4.0,9.0,57370.0,7.0,1.125,1.0
PRV57149,No,,,,,12.0,470.0,39.166666666666664,10.0,12.0,470.0,10.0,1.0909090909090908,0.0
PRV57150,No,,,,,14.0,2940.0,210.0,9.0,14.0,2940.0,9.0,1.4,0.0
PRV57151,No,,,,,17.0,2120.0,124.70588235294117,10.0,17.0,2120.0,10.0,1.5454545454545454,0.0
PRV57152,No,,,,,20.0,5460.0,273.0,20.0,20.0,5460.0,20.0,0.9523809523809523,0.0
PRV57153,No,,,,,6.0,1380.0,230.0,6.0,6.0,1380.0,6.0,0.8571428571428571,0.0
PRV57154,No,,,,,7.0,1000.0,142.85714285714286,3.0,7.0,1000.0,3.0,1.75,0.0
PRV57156,No,,,,,9.0,1950.0,216.66666666666666,4.0,9.0,1950.0,4.0,1.8,0.0
PRV57157,No,10.0,76000.0,7600.0,8.0,14.0,7010.0,500.7142857142857,7.0,24.0,83010.0,15.0,1.5,0.6666666666666666
PRV57158,Yes,16.0,168000.0,10500.0,11.0,4.0,230.0,57.5,4.0,20.0,168230.0,15.0,1.25,3.2
PRV57159,No,,,,,13.0,4850.0,373.0769230769231,8.0,13.0,4850.0,8.0,1.4444444444444444,0.0
PRV57160,No,,,,,4.0,220.0,55.0,4.0,4.0,220.0,4.0,0.8,0.0
PRV57161,No,,,,,1.0,1000.0,1000.0,1.0,1.0,1000.0,1.0,0.5,0.0
PRV57162,Yes,4.0,127000.0,31750.0,4.0,7.0,4030.0,575.7142857142857,3.0,11.0,131030.0,7.0,1.375,0.5
PRV57165,No,1.0,20000.0,20000.0,1.0,4.0,570.0,142.5,3.0,5.0,20570.0,4.0,1.0,0.2
PRV57166,Yes,21.0,181000.0,8619.047619047618,14.0,7.0,4530.0,647.1428571428571,5.0,28.0,185530.0,19.0,1.4,2.625
PRV57167,Yes,,,,,10.0,3220.0,322.0,8.0,10.0,3220.0,8.0,1.1111111111111112,0.0
PRV57168,No,,,,,2.0,240.0,120.0,2.0,2.0,240.0,2.0,0.6666666666666666,0.0
PRV57169,No,8.0,75000.0,9375.0,7.0,1.0,30.0,30.0,1.0,9.0,75030.0,8.0,1.0,4.0
PRV57170,Yes,,,,,20.0,6760.0,338.0,16.0,20.0,6760.0,16.0,1.1764705882352942,0.0
PRV57171,No,3.0,7000.0,2333.3333333333335,2.0,14.0,1660.0,118.57142857142857,6.0,17.0,8660.0,8.0,1.8888888888888888,0.2
PRV57172,Yes,57.0,595200.0,10442.105263157895,50.0,80.0,27220.0,340.25,36.0,137.0,622420.0,86.0,1.5747126436781609,0.7037037037037037
PRV57173,Yes,59.0,640000.0,10847.457627118643,56.0,71.0,11170.0,157.32394366197184,53.0,130.0,651170.0,109.0,1.1818181818181819,0.8194444444444444
PRV57174,No,9.0,53000.0,5888.888888888889,7.0,3.0,3050.0,1016.6666666666666,3.0,12.0,56050.0,10.0,1.0909090909090908,2.25
PRV57175,No,,,,,9.0,1700.0,188.88888888888889,8.0,9.0,1700.0,8.0,1.0,0.0
PRV57176,No,1.0,8000.0,8000.0,1.0,8.0,820.0,102.5,7.0,9.0,8820.0,8.0,1.0,0.1111111111111111
PRV57177,Yes,44.0,490000.0,11136.363636363636,39.0,31.0,7120.0,229.67741935483872,14.0,75.0,497120.0,53.0,1.3888888888888888,1.375
PRV57179,Yes,15.0,147000.0,9800.0,15.0,8.0,3060.0,382.5,5.0,23.0,150060.0,20.0,1.0952380952380953,1.6666666666666667
PRV57181,No,,,,,21.0,3180.0,151.42857142857142,3.0,21.0,3180.0,3.0,5.25,0.0
PRV57182,No,3.0,50000.0,16666.666666666668,3.0,6.0,1250.0,208.33333333333334,4.0,9.0,51250.0,7.0,1.125,0.42857142857142855
PRV57183,No,,,,,3.0,130.0,43.333333333333336,3.0,3.0,130.0,3.0,0.75,0.0
PRV57184,No,,,,,8.0,2550.0,318.75,8.0,8.0,2550.0,8.0,0.8888888888888888,0.0
PRV57185,Yes,4.0,100000.0,25000.0,4.0,16.0,4240.0,265.0,10.0,20.0,104240.0,14.0,1.3333333333333333,0.23529411764705882
PRV57186,No,,,,,10.0,3410.0,341.0,6.0,10.0,3410.0,6.0,1.4285714285714286,0.0
PRV57187,No,,,,,7.0,850.0,121.42857142857143,7.0,7.0,850.0,7.0,0.875,0.0
PRV57188,No,3.0,26000.0,8666.666666666666,3.0,,,,,3.0,26000.0,3.0,0.75,3.0
PRV57189,Yes,2.0,34000.0,17000.0,2.0,12.0,1170.0,97.5,7.0,14.0,35170.0,9.0,1.4,0.15384615384615385
PRV57190,No,,,,,15.0,4450.0,296.6666666666667,8.0,15.0,4450.0,8.0,1.6666666666666667,0.0
PRV57191,Yes,111.0,1276000.0,11495.495495495496,96.0,104.0,33300.0,320.1923076923077,61.0,215.0,1309300.0,157.0,1.360759493670886,1.0571428571428572
PRV57192,No,,,,,29.0,8370.0,288.62068965517244,14.0,29.0,8370.0,14.0,1.9333333333333333,0.0
PRV57193,No,,,,,18.0,1840.0,102.22222222222223,12.0,18.0,1840.0,12.0,1.3846153846153846,0.0
PRV57194,No,1.0,9000.0,9000.0,1.0,,,,,1.0,9000.0,1.0,0.5,1.0
PRV57196,No,7.0,70000.0,10000.0,5.0,9.0,830.0,92.22222222222223,6.0,16.0,70830.0,11.0,1.3333333333333333,0.7
PRV57197,No,3.0,46000.0,15333.333333333334,3.0,7.0,1040.0,148.57142857142858,3.0,10.0,47040.0,6.0,1.4285714285714286,0.375
